set,distance_cm,power_dbm,scan_id,jammer_channel_mhz,windows,first_window_start,last_window_start,source_file,sha256
development_train,20,10,2,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_2.csv,aecb2b5e88e2c1e3c767026c47cb9faca93b831c72b826d65f782c9c2c9e771b
development_train,20,10,3,5180,657,0,656,samples_chamber_5180MHz_20cm_10dBm_3.csv,804cd42ac2cb773f0c986d90d66dbfb2d3905a913e5c396346b250e0fdace2e0
development_train,20,10,3,5200,657,0,656,samples_chamber_5200MHz_20cm_10dBm_3.csv,c3452b2a26aab6bd1c852536912ca99b09bf960d9d449949365e3b3790c10873
development_train,20,10,3,5220,657,0,656,samples_chamber_5220MHz_20cm_10dBm_3.csv,b73b058980f4a8d4f5e2c3c0e37d13d3243c2f19a40be314e340522351690ab9
development_train,20,10,3,5240,657,0,656,samples_chamber_5240MHz_20cm_10dBm_3.csv,18a54c1b425cd1a083c34544a937c96f9bb0d659a2f60ca313d0b2ff476d2c83
development_train,20,10,3,5260,657,0,656,samples_chamber_5260MHz_20cm_10dBm_3.csv,3f776f990c7bff5ebfe3c23b067df64406c17c6b9da9fc42affa1b22bbc9313d
development_train,20,10,3,5280,657,0,656,samples_chamber_5280MHz_20cm_10dBm_3.csv,40543620b47caefb7d9da8634e393fae7eb0350625044e4d25b884ff4319c203
development_train,20,10,3,5300,657,0,656,samples_chamber_5300MHz_20cm_10dBm_3.csv,c945a12c696dfa39f1378ff7dc6772d8bae37518321ddafdec03aaabdab9fc20
development_train,20,10,3,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_3.csv,53841bc5ab96c7dde27b2b46cb7cc6c3fabdd28932e4d2c99cad2ee7058d9cf7
development_train,20,10,4,5180,657,0,656,samples_chamber_5180MHz_20cm_10dBm_4.csv,1310f06bf28c33659ddbcf78c33680c88c6be80e3e25a8122703810137d7041a
development_train,20,10,4,5200,657,0,656,samples_chamber_5200MHz_20cm_10dBm_4.csv,cca0b98098ee4e686fd13cf746e1dce3223637c0af110811659fcc489dc25c9a
development_train,20,10,4,5220,657,0,656,samples_chamber_5220MHz_20cm_10dBm_4.csv,2ce359b27e73b8df09c8084be0daebdee9e9f0d8b9c3eb2d12a4d64275a99cab
development_train,20,10,4,5240,657,0,656,samples_chamber_5240MHz_20cm_10dBm_4.csv,6764c7c1007795fb7189941d67ccf518dcf038e00c09a1a74ebb59d355d39139
development_train,20,10,4,5260,657,0,656,samples_chamber_5260MHz_20cm_10dBm_4.csv,1996d71eeafc7e220eb4015ec9c04422ccb0938789145a4758ebd952b2b5e699
development_train,20,10,4,5280,657,0,656,samples_chamber_5280MHz_20cm_10dBm_4.csv,2021de61fa74905bb3d1026960002797d815228fbeb0230bd7938d8a5c1bbb52
development_train,20,10,4,5300,657,0,656,samples_chamber_5300MHz_20cm_10dBm_4.csv,df4bd6cf863daf4db028c00e5f12d9aacb47ceb699de6569e5b57b1699b346d3
development_train,20,10,4,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_4.csv,2e2921a25acf1e6dc8cf270e22a0017ae7451202e9ef6bd1c512a2562508cdec
development_train,20,10,5,5180,657,0,656,samples_chamber_5180MHz_20cm_10dBm_5.csv,c43c2f0e54253b3a85e3c56607dfcc812219fafe61d1bf7bedb4d9b1bbd80682
development_train,20,10,5,5200,657,0,656,samples_chamber_5200MHz_20cm_10dBm_5.csv,d7330721dc7f9b5c63f0acfa352f7e1b5295d0281c2a6414fe712e4e8b823033
development_train,20,10,5,5220,657,0,656,samples_chamber_5220MHz_20cm_10dBm_5.csv,41920b45ae1d443c6d408030b32619eb5f85aacd462bea45e051b0abec825091
development_train,20,10,5,5240,657,0,656,samples_chamber_5240MHz_20cm_10dBm_5.csv,9637072671405325eb144a89b74ffddc9cfd852b0c5987cdc94847b243d8fdd9
development_train,20,10,5,5260,657,0,656,samples_chamber_5260MHz_20cm_10dBm_5.csv,9cc5a235534a1f9b4d254f907922e9e17288db50aeb1820cc67c5b98f12f2f45
development_train,20,10,5,5280,657,0,656,samples_chamber_5280MHz_20cm_10dBm_5.csv,2ff4245066bdb34c4cbb896a9658f2c8c7222d34f21057e865ec490d8039e9f7
development_train,20,10,5,5300,657,0,656,samples_chamber_5300MHz_20cm_10dBm_5.csv,82037ec54fc7bc30053afb14423dcbcb0625df53684960d86f60ab2f2e0cff39
development_train,20,10,5,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_5.csv,211c0d05afc7cdf4464d95f0bf4af6378608abc1b1772101685846af3d4076fe
development_train,20,10,6,5180,657,0,656,samples_chamber_5180MHz_20cm_10dBm_6.csv,729d94647edd127d8e896012fa4237a3ec013f48951883d9c76cc63e4f8ecf7f
development_train,20,10,6,5200,657,0,656,samples_chamber_5200MHz_20cm_10dBm_6.csv,376cdd5c2ab5b731295ede23e000c2983e52cb19c8b0be89e90a758296fb3add
development_train,20,10,6,5220,657,0,656,samples_chamber_5220MHz_20cm_10dBm_6.csv,51d188a792781b64506129363f8580fa6952a35a3f8d228ddedea46553e74c2d
development_train,20,10,6,5240,657,0,656,samples_chamber_5240MHz_20cm_10dBm_6.csv,a6b0a438254935dfb88a80a1816f1394ae59833b383aedefd32bfd9f68298383
development_train,20,10,6,5260,657,0,656,samples_chamber_5260MHz_20cm_10dBm_6.csv,822a7297b6c39a3d204fa4271fa54045af04d43d975fc9d49dc8ec58c8f19905
development_train,20,10,6,5280,657,0,656,samples_chamber_5280MHz_20cm_10dBm_6.csv,6460b7e75778b7789fc2bbb8c5252e5887e2d39ce3c7e233cdc9de1324fc2638
development_train,20,10,6,5300,657,0,656,samples_chamber_5300MHz_20cm_10dBm_6.csv,3458e2c44777e7a86fbef7b6d7d3801ebd171df34dd2d4cddba5392194fc1332
development_train,20,10,6,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_6.csv,e5997660526054d37912d0a347b60f7889da6451d340306e32e2be95dc3fa3b5
development_validation,20,10,7,5180,657,0,656,samples_chamber_5180MHz_20cm_10dBm_7.csv,3fa2c5fd819dacdd51f92a0f36e21524103e12bc2c8bf08118c6489ef0c69899
development_validation,20,10,7,5200,657,0,656,samples_chamber_5200MHz_20cm_10dBm_7.csv,1531a9383f986d04b3b0f8c6e6240c439cb6fd40614aa862c3864a5797b82993
development_validation,20,10,7,5220,657,0,656,samples_chamber_5220MHz_20cm_10dBm_7.csv,75116c80cb7e82de8d6ed81e36b6d1cff59ab2c8f793b9cb0a8710f49c7fafb0
development_validation,20,10,7,5240,657,0,656,samples_chamber_5240MHz_20cm_10dBm_7.csv,d176062c634d7a5a77edbe07bf37b1ff089dd7a6308ba5fb286ce7d4c7d19044
development_validation,20,10,7,5260,657,0,656,samples_chamber_5260MHz_20cm_10dBm_7.csv,b79441a2c6fd2eb0f9a4b36bffce0ac0061f123e1449b540ff08735aee6a8fe0
development_validation,20,10,7,5280,657,0,656,samples_chamber_5280MHz_20cm_10dBm_7.csv,a3fd5a7abd1c460543f2a889feb8fe0328301c0baee969920baa9cf39161053c
development_validation,20,10,7,5300,657,0,656,samples_chamber_5300MHz_20cm_10dBm_7.csv,753967b6138f1a9a59eeea47e202b94aab26f95a1cfbcd384631187bc1bc2773
development_validation,20,10,7,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_7.csv,4f2acca6696009f147ff63e1c05c4f53966e7083bdb7b0d1c7a3f28284ac0cf2
within_condition_pilot,20,10,8,5180,657,0,656,samples_chamber_5180MHz_20cm_10dBm_8.csv,539f524155c34e6c3fff6fa41cf5c6f4930261d66f335a25009a6cea1125029f
within_condition_pilot,20,10,8,5200,657,0,656,samples_chamber_5200MHz_20cm_10dBm_8.csv,dfded8c85bfa5f646763446c6caf4e4dfc3453555c69509a75a1ad8725a5d20c
within_condition_pilot,20,10,8,5220,657,0,656,samples_chamber_5220MHz_20cm_10dBm_8.csv,9113d16327eec3ae2d34018526541e2b409f568238634abfb6e00d8ea711b762
within_condition_pilot,20,10,8,5240,657,0,656,samples_chamber_5240MHz_20cm_10dBm_8.csv,81b09484a9d051fb35f18bbe5912a89d019989b80cecbe76f580b7607d1e8b8f
within_condition_pilot,20,10,8,5260,657,0,656,samples_chamber_5260MHz_20cm_10dBm_8.csv,66e40fed5a31a0d26be090f186344588cb9cd8eeb740109b613598d874861de7
within_condition_pilot,20,10,8,5280,657,0,656,samples_chamber_5280MHz_20cm_10dBm_8.csv,cf60ebd63de297e070a4effebfd080dab34346a355994affb41efc2763e8a5d4
within_condition_pilot,20,10,8,5300,657,0,656,samples_chamber_5300MHz_20cm_10dBm_8.csv,582ce3b36615ecc10ca3f2531f421ad35b0630f099b33405332eef59901e37f4
within_condition_pilot,20,10,8,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_8.csv,1fe7e23f4c51347e208d4f71ec97e1531609f9ea690812937a1109c14025c224
within_condition_pilot,20,10,9,5180,657,0,656,samples_chamber_5180MHz_20cm_10dBm_9.csv,ad984a4238f20916a3950188b46a7a93698e89aa4826548e5c2b33826f1a535a
within_condition_pilot,20,10,9,5200,657,0,656,samples_chamber_5200MHz_20cm_10dBm_9.csv,17523bd5d654f09abfdd1769b5aee6ba8263ed912334498887c5cccff831da27
within_condition_pilot,20,10,9,5220,657,0,656,samples_chamber_5220MHz_20cm_10dBm_9.csv,06f1d8e314afc27a6be32e670c95f16cb9ffb8cb519373a6ec39bd648db43f32
within_condition_pilot,20,10,9,5240,657,0,656,samples_chamber_5240MHz_20cm_10dBm_9.csv,49a791d8e3626b20ee4b2b53a3a7f20598ed7ad25f408ce955fe419ab7762aed
within_condition_pilot,20,10,9,5260,657,0,656,samples_chamber_5260MHz_20cm_10dBm_9.csv,cf05d4083c00aab07e24aff0863728b12fe73885f2ae90e35c36fb40393b1e6c
within_condition_pilot,20,10,9,5280,657,0,656,samples_chamber_5280MHz_20cm_10dBm_9.csv,6da12b5dc7f035b246f549ec758298cae008b3e20e477dd9a59676da9de7f56e
within_condition_pilot,20,10,9,5300,656,0,655,samples_chamber_5300MHz_20cm_10dBm_9.csv,4f97bae0395a8e8f6fbc5ff086a708a2a6da26f1fae477d7537ca62fb76b0c82
within_condition_pilot,20,10,9,5320,657,0,656,samples_chamber_5320MHz_20cm_10dBm_9.csv,87917e234f56131bec512151493d0ac76564ac7cb58a5535506c22b5fe58c799
distance_shift_evaluation,40,10,0,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_0.csv,9c169d10839ec0cf4e8a4eaca15cd57e2478d0a2b1c60a790a835fddf74c574b
distance_shift_evaluation,40,10,0,5200,658,0,657,samples_chamber_5200MHz_40cm_10dBm_0.csv,010ea0cc61b61cf502815568fda6a6f69b229d9cbfe7aaa262635bab8b94c609
distance_shift_evaluation,40,10,0,5220,658,0,657,samples_chamber_5220MHz_40cm_10dBm_0.csv,2af5e41a51cb5f7c5223b52c0890d75576fe89c89d11744599bdfdfb406ec701
distance_shift_evaluation,40,10,0,5240,657,0,656,samples_chamber_5240MHz_40cm_10dBm_0.csv,a1fceccfe04f5b78675b7708e4d1da6c5d43870aea591b40ee0b3fe0b52de7fb
distance_shift_evaluation,40,10,0,5260,657,0,656,samples_chamber_5260MHz_40cm_10dBm_0.csv,159eb88c166999d0170cf11d27e9a4795a02de4241cd3f104a41e4a6e17b7c68
distance_shift_evaluation,40,10,0,5280,658,0,657,samples_chamber_5280MHz_40cm_10dBm_0.csv,3ad31891d0821b8eda6a657cc07cb7c033e1521f98e9ddf3ce80fd16dcf4b408
distance_shift_evaluation,40,10,0,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_0.csv,8f272a0968af3c0b1618a175dc541f235efe28b23cd183a1794e06ed5e81496c
distance_shift_evaluation,40,10,0,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_0.csv,ca70a2dadc97e661cc454d61278e116d028088db27eed24f4ac53a4ddccb54a7
distance_shift_evaluation,40,10,1,5180,657,0,656,samples_chamber_5180MHz_40cm_10dBm_1.csv,f47d19c84324898fd8131b78dec972cd3d5e45006859a9ed06733330f81890ae
distance_shift_evaluation,40,10,1,5200,657,0,656,samples_chamber_5200MHz_40cm_10dBm_1.csv,33da1b3fca950dbee69f558ba5ff1480369ddbd2f82ce2c646845aaa67abe1c7
distance_shift_evaluation,40,10,1,5220,657,0,656,samples_chamber_5220MHz_40cm_10dBm_1.csv,cb878423d4740d683ad23f2e98523c842e2486ed6e56a8639ba7d3b4091c1b80
distance_shift_evaluation,40,10,1,5240,657,0,656,samples_chamber_5240MHz_40cm_10dBm_1.csv,4b36fed95555e954abd002fc41098d39cbb2a2b69596447c2548407652e9033e
distance_shift_evaluation,40,10,1,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_1.csv,28fa87bceea6fdd1841c94e8d483b472b568b16f6efe5e1973a0b4e5f3738c44
distance_shift_evaluation,40,10,1,5280,658,0,657,samples_chamber_5280MHz_40cm_10dBm_1.csv,07f27e76fa836f0c7642539d1e3b87cedcec08a4cbac55af72f61474a41147a1
distance_shift_evaluation,40,10,1,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_1.csv,24e26501e1a23051aa38ff6360dd66b2eccac5a5210dfb69541cd3038842177f
distance_shift_evaluation,40,10,1,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_1.csv,af27f74322346e63c4d05c71dc5ca23b73565d032f22b5da241bf02da698e33c
distance_shift_evaluation,40,10,2,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_2.csv,c098f315ce0af42b53990623c301fb4e5f8d3ef4bd87eb722a5bf75139dc2d02
distance_shift_evaluation,40,10,2,5200,658,0,657,samples_chamber_5200MHz_40cm_10dBm_2.csv,6d544a7c7b0fee1c9c4b1c333380ec67ee354739ccdbff4c65567283c6088fdc
distance_shift_evaluation,40,10,2,5220,657,0,656,samples_chamber_5220MHz_40cm_10dBm_2.csv,260b06a3bb378b8b5aaacfed888c6626567dcb32f0ffc2f0db2f31f31088b061
distance_shift_evaluation,40,10,2,5240,657,0,656,samples_chamber_5240MHz_40cm_10dBm_2.csv,34feb2a5104bf08ae6518caedc5b602815fde83b8f8c7a10156b4c95bd79d07a
distance_shift_evaluation,40,10,2,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_2.csv,c304eded0779d341faec9d7c650e9a77645105e86f501debb54cbab40e3d1781
distance_shift_evaluation,40,10,2,5280,658,0,657,samples_chamber_5280MHz_40cm_10dBm_2.csv,55bcee79e2bfa0c581c54b3bf4c4d6404bf31dda8c0355f287bf4c5941dae030
distance_shift_evaluation,40,10,2,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_2.csv,11f539240b4c2783aa6d6e80d314e9350cf41cfd8fa0386c889201397d5ce7cb
distance_shift_evaluation,40,10,2,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_2.csv,4f79e491f4d0f1cfa72f91e24236520cd825519ce3cefdd509402216a70ef265
distance_shift_evaluation,40,10,3,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_3.csv,aa1fd0d3afe32970604373452c4e30be20c6e9929fd067ca3c2ad7a9d77c8464
distance_shift_evaluation,40,10,3,5200,658,0,657,samples_chamber_5200MHz_40cm_10dBm_3.csv,ec4dc67bd64dc72e551c7d35ff0fe46924c53541d8ce7fcad067967a4328c4be
distance_shift_evaluation,40,10,3,5220,657,0,656,samples_chamber_5220MHz_40cm_10dBm_3.csv,1f332a5c729aacd97a23f91209859bae8a9fe91264873113158126d8ec998c2f
distance_shift_evaluation,40,10,3,5240,658,0,657,samples_chamber_5240MHz_40cm_10dBm_3.csv,f9ae75db9971e6b463bc385e1aeb0a4538f49bbeeeac0f5d9ded8b35d98a440f
distance_shift_evaluation,40,10,3,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_3.csv,6ea422036aaa460058fcb446fcaa102b8787845bdb1a8f2689d33e1bece6c7aa
distance_shift_evaluation,40,10,3,5280,658,0,657,samples_chamber_5280MHz_40cm_10dBm_3.csv,c1f7156150da96aebcb0bf5412dfdbe38868e0fc21d0b4832ac6ebc78a8687b4
distance_shift_evaluation,40,10,3,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_3.csv,fe104ea6acb23f4ceef21d2bcf47faf4cfc6b3773987b55ba666211e0d48aef2
distance_shift_evaluation,40,10,3,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_3.csv,5ef105af854334372f3e9f548e9d977e61595bec30d6f217a87626109b0d255e
distance_shift_evaluation,40,10,4,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_4.csv,63ddc8e4e1e6a277f09b81eaa9fb33d1153b897a67ef887406533a9f2de9ee9f
distance_shift_evaluation,40,10,4,5200,657,0,656,samples_chamber_5200MHz_40cm_10dBm_4.csv,c57ebae34e590602539881dcc742fac076af102ccea32d1d5fe53a30994a6d8d
distance_shift_evaluation,40,10,4,5220,658,0,657,samples_chamber_5220MHz_40cm_10dBm_4.csv,98e61674dbdccd5f8a230aee384ae0bf8f6c4c22e46329bb75d93f4b0adf00fe
distance_shift_evaluation,40,10,4,5240,658,0,657,samples_chamber_5240MHz_40cm_10dBm_4.csv,3feffbab51a1bcd207d9e470a5f1b50e1f12702063dd86e0a287fd6f2ef71d89
distance_shift_evaluation,40,10,4,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_4.csv,959e7983892fd752d3a3f75bbcf10ef963c78ce935bcf620f6848afff97774df
distance_shift_evaluation,40,10,4,5280,657,0,656,samples_chamber_5280MHz_40cm_10dBm_4.csv,d0722c82c335dcc0537e2ff12b49604cd91b3e5060b757a1406ad9b943a773b5
distance_shift_evaluation,40,10,4,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_4.csv,ab28b3148add0036417830f8b32666954ec6567bb6a7f3a19e89d8cea05d41a5
distance_shift_evaluation,40,10,4,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_4.csv,ab6d43730d770f3cba5e9946f3b4de32d1c3f7d9df8a66ccb6f8674d110586eb
distance_shift_evaluation,40,10,5,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_5.csv,6f7dc3dadb611528e1742090ef42ca7e00fcf10e853040867185f9250eeb1597
distance_shift_evaluation,40,10,5,5200,658,0,657,samples_chamber_5200MHz_40cm_10dBm_5.csv,e14e4901f04a5b202152c75df9e85aa5310e541605873c344e06cb573f00b3ce
distance_shift_evaluation,40,10,5,5220,657,0,656,samples_chamber_5220MHz_40cm_10dBm_5.csv,d878c05dbaa9e991ab909bcdcc6a485ff065c18796e33a1a5a502ace9dd0a14a
distance_shift_evaluation,40,10,5,5240,657,0,656,samples_chamber_5240MHz_40cm_10dBm_5.csv,9a4e57c67a5d6f21ad09907bd9056761f350c6bb0fc9b339979bb760a12d071c
distance_shift_evaluation,40,10,5,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_5.csv,3a43b98ad21dd0886bf893f8178eb733664ffc7a011893438c93e090644d6541
distance_shift_evaluation,40,10,5,5280,657,0,656,samples_chamber_5280MHz_40cm_10dBm_5.csv,c2295854c4a10dce93b3ffd8faefe46798435678ec3bb1fc520644202d3ead99
distance_shift_evaluation,40,10,5,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_5.csv,e64f42350c14ae9721095e8234b398ed2409b24bbeb75853438d558016935cba
distance_shift_evaluation,40,10,5,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_5.csv,78b1d4527817e1e514a01a488ed7cb630a9154c2611ab35cf2264aad0f4e050f
distance_shift_evaluation,40,10,6,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_6.csv,9fcf886eac05d6d94d0252cac70459534f8220ea950b4612a51712a7ebcf151e
distance_shift_evaluation,40,10,6,5200,657,0,656,samples_chamber_5200MHz_40cm_10dBm_6.csv,09faa6511361c235ed04a9f2066cce3fe5446d38647a650c21287a5c154a65b5
distance_shift_evaluation,40,10,6,5220,657,0,656,samples_chamber_5220MHz_40cm_10dBm_6.csv,496a1f70016634e26add1a210040eaa5a1034c75697e30378a32b9b33aae6fc6
distance_shift_evaluation,40,10,6,5240,657,0,656,samples_chamber_5240MHz_40cm_10dBm_6.csv,3ccbaac844d1c0eeff2257bcbcb68bab9af965319f96ed3515afc27d77337c6a
distance_shift_evaluation,40,10,6,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_6.csv,a1dc6bce308f4d77fa1d1c460f4e4f09454891fe177b57545fd9c3ac4f04fa54
distance_shift_evaluation,40,10,6,5280,657,0,656,samples_chamber_5280MHz_40cm_10dBm_6.csv,883c32aac75e792484d99329295a6b0f2860343491d60967cb37d7181d3b729f
distance_shift_evaluation,40,10,6,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_6.csv,c3d1bee6ccc43252b3799b01be77d5e4c6c095b3a6e8cf0e83c2d190eadf321c
distance_shift_evaluation,40,10,6,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_6.csv,385db53f3f34df77d29adc4dc83edc965badb65311146ff220ad729f9db26d5c
distance_shift_evaluation,40,10,7,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_7.csv,7c13422b4462df82aab47b7493270bdfbfaf2ea731f6cfcfc9cabe0539bcfdc5
distance_shift_evaluation,40,10,7,5200,657,0,656,samples_chamber_5200MHz_40cm_10dBm_7.csv,370d7474553ee3d5a0758ee3548cca6359068ae57c88056248c77362ff41601f
distance_shift_evaluation,40,10,7,5220,658,0,657,samples_chamber_5220MHz_40cm_10dBm_7.csv,918e6abf087879a846c502155014437dce314cecafa325022be53d5242b92a7b
distance_shift_evaluation,40,10,7,5240,657,0,656,samples_chamber_5240MHz_40cm_10dBm_7.csv,8a39747c830009789fbc617129f28d3806037d4a6fb3562c3490e2f83e3113fb
distance_shift_evaluation,40,10,7,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_7.csv,a55692a3e038e58e99bd16a3337383ca19d2fd73cb17758f453483c0ed6ddaf5
distance_shift_evaluation,40,10,7,5280,657,0,656,samples_chamber_5280MHz_40cm_10dBm_7.csv,791d3976a15279dc0b488dc693ccd2c3fd6be73788d89798b79568f082ba97d5
distance_shift_evaluation,40,10,7,5300,658,0,657,samples_chamber_5300MHz_40cm_10dBm_7.csv,06cee5dd19d3b52dec357696306eebcd1cdaddca4f7b7dd4db0eb20d3a3bf473
distance_shift_evaluation,40,10,7,5320,658,0,657,samples_chamber_5320MHz_40cm_10dBm_7.csv,0dd7deae0935cfb591e46b1881bc8c61bfe56effcc6d0b34e91ffe793221b21f
distance_shift_evaluation,40,10,8,5180,658,0,657,samples_chamber_5180MHz_40cm_10dBm_8.csv,e0eafd314f4f180756d3935ae0cfc077a131ea34725adc77d90915049614d8da
distance_shift_evaluation,40,10,8,5200,658,0,657,samples_chamber_5200MHz_40cm_10dBm_8.csv,a1e0f88217e8acaaf25534d48843d5b607a919a05ed1fa95036abd85a9c40c8d
distance_shift_evaluation,40,10,8,5220,658,0,657,samples_chamber_5220MHz_40cm_10dBm_8.csv,3d53370da8bbff6052b1848a6cb78bfd8d971d6483fe88e39f5a8e6927721967
distance_shift_evaluation,40,10,8,5240,657,0,656,samples_chamber_5240MHz_40cm_10dBm_8.csv,0179a0397498fbc3a7f4348b5bfdfd4826067f57971382d586861ba34ee462c2
distance_shift_evaluation,40,10,8,5260,658,0,657,samples_chamber_5260MHz_40cm_10dBm_8.csv,55f718e80f1761738324fe185b2556a235e24511be3eb0a5b02d79177ea9e831
