train_seed,jammer_mode,checkpoint_path,checkpoint_sha256,run_config_sha256,models_source_path,models_source_sha256,projection_weight_key,projection_weight_shape,branch_order,branch_width,connections_per_branch,linear_mean_absolute_outgoing_weight,squared_mean_absolute_outgoing_weight,squared_minus_linear_mean_absolute_weight,squared_to_linear_mean_absolute_ratio,linear_frobenius_norm,squared_frobenius_norm,interpretation_scope
1,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed1.pt,44438b66df7ef1cb0d58377eb4948a8d7cf85be72045d3704f5855e89d6746e9,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.02260923085019452,0.030384022520675777,0.007774791670481257,1.343876875865256,3.3517414109214165,4.3355801716218165,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
2,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed2.pt,530da9e6aeaf3f9dc6bbf36a29d1d4ace3380822e3a15c62bcf4cf11f377bea4,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.022799349235417665,0.029419209379907635,0.00661986014448997,1.2903530305245003,3.400840604526512,4.3292287467699015,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
3,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed3.pt,ce5026a8aa8700a79bb8ff1825d576bd61773f1563c439f1f5b3e1e1f6df7704,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.02184446587369241,0.029973926458871557,0.008129460585179146,1.3721519506214874,3.3353643815035685,4.421712906388192,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
4,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed4.pt,4b55e33e136ff493d0fe8ae6cc2a9ef06aa77ae413fb3af5683b659b8e84c616,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.023080676566621782,0.030783291617073952,0.00770261505045217,1.3337257046264988,3.4891552513547675,4.451343792140365,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
5,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed5.pt,88fd939d8f5a613407f94bae11a361a1047c635ee56680404ca2a6cbdbe8c46f,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.023540319935179133,0.03141485048736319,0.00787453055218406,1.3345124694085488,3.4652033278326253,4.481666155960524,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
6,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed6.pt,20ea86474bd3288953739f2d98c7bd7d641d09b753be669b27022daee81a78e5,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.021379760992467127,0.030240780198213656,0.008861019205746529,1.414458291131907,3.3691094022263246,4.437612148485489,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
7,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed7.pt,6448046547355da17612753d70d874a593ffe8f1e06823d6fe41619806d7a4b9,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.020874676010332896,0.02914237707298424,0.008267701062651345,1.3960636830271693,3.1314886704160427,4.327391359864491,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
8,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed8.pt,9602c25a706449b5f4ffb22fe1aa0561d542278aa02cf97a4fd565a94b56de24,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.022551683235374043,0.027248630079591014,0.004696946844216971,1.2082747791016082,3.5063864449452775,4.247111462973891,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
9,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed9.pt,d8ad0c62c7071063917368e8fd083a09284c3f6de417f0c6bb6ca574d07211a2,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.02121799524977289,0.03127601446311932,0.010058019213346429,1.474032494349535,3.231660489024351,4.5320618908570225,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
10,random,04_正式结果与审计\formal_artifacts\primary\checkpoints\hnp_random_seed10.pt,7b4cb3e07046ca207c3d3b92ed203d44e8d0001d92c217031b5a1281bc2c6ecb,07cdbc94914a2d67eb2df705f3cda775cea26322a1de9b253050a5a1acadfe5f,03_实验代码\experiment_v2\src\models.py,3f8322a50594125add3f4a997af2c5f5a8ae565f0016de5b3cc07e1d2a587986,projection.0.weight,128x128,"columns 0:64 = LayerNorm([h,h^2]) positions for h; columns 64:128 = positions for h^2",64,8192,0.021187148394939917,0.031322204002451975,0.010135055607512058,1.478358645467013,3.339072986643377,4.609123697752988,"Descriptive raw-weight magnitude only. It is scale- and reparameterization-dependent, is coupled to learned LayerNorm and upstream activation scales, ignores activation frequency and sign cancellation, and is not causal feature importance, branch contribution, robustness, or interpretability evidence."
